src,prediction_mar,prediction_hin,gt_mar,gt_hin
"This synthesis, blending Confucian rituals and institutions with a broader liberal democratic frame, is distinct from both Western-style liberalism which, for Tseng, suffers from excessive individualism and a lack of moral vision and from traditional Confucianism which, for Tseng, has historically suffered from rigid hierarchies and sclerotic elites.","व्यापक उदारमतवादी लोकशाही चौकटीसह कन्फ्यूशियन विधी आणि संस्थांचे मिश्रण करणारे हे संश्लेषण, पाश्चिमात्य शैलीतील उदारमतवाद या दोन्हींपेक्षा वेगळे आहे, जे त्सेंगसाठी, अत्याधिक व्यक्तिवाद आणि नैतिक दृष्टिकोनाच्या अभावाने ग्रस्त आहे आणि पारंपारिक कन्फ्यूशियनवाद, जो त्सेंगसाठी, ऐतिहासिकदृष्ट्या कठोर पदानुक्रमांचा आणि स्क्लेरोटिक उच्चभ्रूंचा त्रास सहन करत आला आहे, या दोन्हींपेक्षा वेगळा आहे.","यह संश्लेषण, एक व्यापक उदार लोकतांत्रिक ढांचे के साथ कन्फ्यूशियाई अनुष्ठानों और संस्थानों का मिश्रण, पश्चिमी शैली के उदारवाद से अलग है, जो त्सेंग के लिए, अत्यधिक व्यक्तिवाद और नैतिक दृष्टि की कमी से पीड़ित है और पारंपरिक कन्फ्यूशियसवाद से पीड़ित है, जो त्सेंग के लिए, ऐतिहासिक रूप से कठोर पदानुक्रम और स्क्लेरोटिक अभिजात वर्ग से पीड़ित है।","कन्फ्युशियसने सांगितलेले विधी आणि संस्थांची व्यापक उदारमतवादी लोकशाही रचनेशी सांगड घालून केलेले हे संश्लेषण, जे पाश्चात्यशैलीच्या उदारमतवादाहून भिन्न आहे, आणि त्सेंग यांच्या मते, त्याला, अतिरिक्त व्यक्तिवाद, नैतिक दृष्टीचा अभाव आणि ऐतिहासिकदृष्ट्या ताठर पद्सोपान आणि संकुचित विचारांचे अभिजन यांमुळे त्रासलेला पारंपरिक कन्फ्युशियसवाद यापासून त्रास होतो.","एक व्यापक उदारवादी लोकतांत्रिक ढांचे के साथ कन्फ्यूशी रीति-रिवाजों और समाजों को जोड़ने वाला यह संश्लेषण पश्चिमी शैली के उदारवाद, जो कि त्सेंग की नज़र में अतिशय व्यक्तिवाद और नैतिक दृष्टि के अभाव से ग्रस्त है, और पारंपरिक कन्फ्यूशीवाद, जो त्सेंग की राय में ऐतिहासिक दृष्टि से सख्त अनुक्रम तथा दृढ़ीकृत अभिजात वर्ग से ग्रस्त है, दोनों ही से अलग है।"
"Sikhism encourages temperance and moderation in food, i.e., to neither starve nor overeat.","शीख धर्म अन्नामध्ये संयम आणि संयम राखण्यास प्रोत्साहन देतो, म्हणजे, उपाशी राहू नये किंवा जास्त खाऊ नये.","सिख धर्म भोजन में संयम और संयम को प्रोत्साहित करता है, यानी न तो भूखे रहने के लिए और न ही अधिक खाने के लिए।","शीख धर्म अन्नाबाबत आत्मसंयम आणि नियमनाला प्रोत्साहन देतो, ते म्हणजे उपाशीही राहू नये किंवा अति अन्नप्राशन करू नये.","सिख धर्म मिताहार और खाने में संयम बनाए रखने को प्रोत्साहित करता है, यानी न तो भूखे रहें और न ही अत्यधिक खाएं।"
"Some bhajans are centuries old, popular on a pan-regional basis, and passed down as community traditions, while others are newly composed.","काही भजने शतकानुशतके जुनी आहेत, सर्व-प्रादेशिक आधारावर लोकप्रिय आहेत आणि सामुदायिक परंपरा म्हणून पुढे गेली आहेत, तर इतर नव्याने रचली गेली आहेत.","कुछ भजन सदियों पुराने हैं, जो अखिल-क्षेत्रीय आधार पर लोकप्रिय हैं, और सामुदायिक परंपराओं के रूप में पारित किए गए हैं, जबकि अन्य नए बनाए गए हैं।","काही भजने शतकांपूर्वीची आहेत, अखिल प्रादेशिक पातळीवर लोकप्रिय आहेत आणि समुदायाच्या परंपरा म्हणून, एकाकडून दुसऱ्याकडे, अशी आलेली आहेत, तर इतर नव्याने रचलेली आहेत.","कुछ भजन शताब्दियों पुराने थे, जो सभी क्षेत्रों में लोकप्रिय थे और समुदायों की परंपराओं के रूप में विरासत में सौंपे गए जबकि कुछ की रचना हाल ही में की गई थी।"
"And if some (were) intemperate, they have ceased from their intemperance as was in their power; and obedient to their father and mother and to the elders, in opposition to the past also in the future, by so acting on every occasion, they will live better and more happily.","आणि जर काही (असंतुष्ट) असतील, तर त्यांनी त्यांच्या ताकदीप्रमाणे त्यांच्या अनादरापासून दूर ठेवले आहे; आणि त्यांच्या वडील आणि आई आणि वडीलधार\u093C्यांची आज्ञा पाळली आहे, भूतकाळाच्या विरोधात, भविष्यातही, अशा प्रकारे प्रत्येक प्रसंगी कृती केल्याने, ते अधिक चांगले आणि अधिक आनंदाने जगतील.","और अगर कुछ लोग (असंतुष्ट) थे, तो उन्होंने अपनी असंतुष्टता को छोड़ दिया है, जैसा कि उनके अधिकार में था; और अपने पिता और माता और बुजुर्गों के प्रति आज्ञाकारी, अतीत के विरोध में भी भविष्य में, हर अवसर पर इस तरह से कार्य करने से, वे बेहतर और अधिक खुशी से जीएँगे।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","आणि जर काहीजण असंयमी होते, तर त्यांनी त्यांच्या क्षमतेनुसार तो असंयम सोडला आहे; भूतकाळातील वर्तनाविरुद्ध ते त्यांचे वडील, आई आणि ज्येष्ठांप्रती विनम्र आहेत आणि भविष्यातही ते असेच वागतील,, प्रत्येक प्रसंगी असे वागून ते चांगल्या पद्धतीने आणि सुखाने जगतील.","और यदि कुछ लोग असंयमी (थे), तो जितना उनसे हो सकता था उन्होंने उतना असंयम त्याग दिया था; तथा भूत और भविष्य के भी विपरीत, अपने पिता और माता और बड़ों के प्रति आज्ञाकारी हो कर, प्रत्येक अवसर पर इसी तरह के व्यवहार के साथ वे ज़्यादा खुश रहते हुए बेहतर जीवन बिताएंगे।"
"The Guru Granth Sahib starts with Japji Sahib, while the Dasam Granth starts with Jaap Sahib, also called Japu Sahib.","गुरु ग्रंथ साहिब जपजी साहिबने सुरू होते, तर दसम ग्रंथ जप साहिबने सुरू होतो, ज्याला'जपू साहिब'असेही म्हणतात.","गुरु ग्रंथ साहिब की शुरुआत जपजी साहिब से होती है, जबकि दसम ग्रंथ की शुरुआत जप साहिब से होती है, जिसे जपु साहिब भी कहा जाता है।.","गुरू ग्रंथ साहेबची सुरुवात जपजी साहिबने होते, तर दसम ग्रंथाची सुरुवात जाप साहिबने होते, ज्याला जपू साहिब देखील म्हटले जाते.",गुरु ग्रंथ साहिब का आरंभ जपुजी साहिब से होता है जबकि दशम साहिब का आरंभ जाप साहिब से होता है जिसे जापुजी साहिब भी कहते हैं।
"The Constana Mufti, who is the community's main representative, is elected by a secret ballot from among the imams.","कॉन्स्टाना मुफ्ती, जी या समुदायाची मुख्य प्रतिनिधी आहे, इमामांमधून गुप्त मतपत्रिकेद्वारे निवडली जाते.","कॉन्स्टाना मुफ्ती, जो समुदाय की मुख्य प्रतिनिधि हैं, इमामों में से एक गुप्त मतपत्र द्वारा चुनी जाती हैं।","द कॉन्स्टाना मुफ्ति, जो समुदायाचा प्रमुख प्रतिनिधी आहे, तो इमामांमधून गुप्त मतदानाद्वारे निवडून दिला जातो.","कॉन्स्टाना मुफ्ती, जो समुदाय के मुख्य प्रतिनिधि हैं, इमामों में से गुप्त मतदान के द्वारा चुने जाते हैं।"
"The theological basis of non-violence as the highest religious duty has been interpreted by some Jain scholars not to ""be driven by merit from giving or compassion to other creatures, nor a duty to rescue all creatures,"" but to result from ""continual self-discipline,"" a cleansing of the soul that leads to one's own spiritual development, which ultimately affects one's salvation and release from rebirths.","अहिंसेच्या धार्मिक आधाराला सर्वोच्च धार्मिक कर्तव्य म्हणून काही जैन विद्वानांनी'इतर प्राण्यांना देण्यामधून किंवा करुणेतून गुणवत्तेने प्रेरित होणे, किंवा सर्व प्राण्यांना वाचवण्याचे कर्तव्य'असा अर्थ लावला नाही, तर'सतत आत्म-शिस्त', आत्म्याची शुध्दीकरण जे एखाद्याच्या स्वतःच्या आध्यात्मिक विकासाकडे नेतात, ज्यामुळे शेवटी एखाद्याच्या मोक्षावर आणि पुनर्जन्मापासून मुक्तीवर परिणाम होतो'याचा परिणाम म्हणून अर्थ लावला गेला आहे. (.","अहिंसा के धार्मिक आधार को सर्वोच्च धार्मिक कर्तव्य के रूप में कुछ जैन विद्वानों द्वारा व्याख्या की गई है कि ""अन्य प्राणियों को देने या करुणा करने की योग्यता से प्रेरित नहीं होना, न ही सभी प्राणियों को बचाने का कर्तव्य"", बल्कि ""निरंतर आत्म-अनुशासन"", आत्मा की सफाई जो किसी के अपने आध्यात्मिक विकास की ओर ले जाती है, जो अंततः किसी के मोक्ष और पुनर्जन्म से मुक्ति को प्रभावित करती है।","सर्वोच्च धार्मिक कर्तव्य म्हणून अहिंसेला असणाऱ्या धर्मशास्त्रीय आधाराचे अर्थांकन काही जैन ज्ञानी लोकांनी ""इतर जीवांना काही दान करून किंवा दया दाखवून पुण्य मिळवणे"" असा लावलेला नाही, किंवा सर्व जीवमात्रांचा बचाव करणे हेच कर्तव्य असाही नाही, तर, ""सातत्यपूर्ण स्वयंशिस्ती'तून होणारी आत्मशुद्धी, ज्यातून स्वत:ची आध्यात्मिक जडणघडण होते, ज्यातून एखाद्याला मोक्ष मिळतो आणि पुनर्जन्मांमधून सुटका होते, असा लावलेला आहे.","कुछ जैन विद्वानों ने सर्वोच्च धार्मिक कर्तव्य के रूप में अहिंसा के धार्मिक आधार की व्याख्या की है कि जो “दान करने या अन्य प्राणियों के प्रति दया-भाव रखने की योग्यता से प्रेरित न हो, न ही सभी प्राणियों को बचाने के कर्तव्य से हो”, बल्कि ""निरंतर आत्म-अनुशासन"" के परिणामस्वरूप हो, जो कि आत्मा की शुद्धि है जो स्वयं के आध्यात्मिक विकास की ओर ले जाती है, जो अंततः व्यक्ति के उद्धार और पुनर्जन्म से मुक्ति को प्रभावित करती है।"
Many splintered Sikh communities formed during the Mughal Empire era.,मुघल साम्राज्याच्या काळात अनेक विखुरलेले शीख समुदाय तयार झाले होते.,मुगल साम्राज्य के दौरान कई अलग-अलग सिख समुदाय बनाए गए थे।.,मुघल साम्राज्याच्या युगामध्ये शीख समुदायाचे अनेक भाग झाले.,मुगल साम्राज्य के युग में कई खंडित सिख समूह बन गए।
The Alai era saw the overthrow of the old nobility of early Mamluk rule.,अलाई युगात सुरुवातीच्या मामलुक राजवटीतील जुन्या उमरावांना उलथवून टाकण्यात आले.,अलाई युग में प्रारंभिक मामलुक शासन के पुराने कुलीन वर्ग को उखाड़ फेंका गया था।.,अलाई युगाने सुरुवातीच्या मामलुक राजवटीतील जुन्या राजेराजवाड्यांना उलथून लावलेले बघितले.,अलाई काल ने प्रारंभिक ममलुक शासन के पुराने राजघराने का तख्ता पलटते देखा।
The Golden Temple in Amritsar and Hazur Sahib are examples.,अमृतसरमधील सुवर्ण मंदिर आणि हजूर साहिब ही त्याची उदाहरणे आहेत.,अमृतसर का स्वर्ण मंदिर और हज़ूर साहिब इसके उदाहरण हैं।.,अमृतसर आणि हजूर साहिब येथील सुवर्ण मंदिर ही उदाहरणे आहेत.,अमृतसर में स्वर्ण मंदिर और हजूर साहिब उदाहरण हैं।
"Fenech states, ""Indic mythology permeates the Sikh sacred canon, the Guru Granth Sahib and the secondary canon, the Dasam Granth and adds delicate nuance and substance to the sacred symbolic universe of the Sikhs of today and of their past ancestors.""","फेनेक म्हणतात, ""भारतीय पौराणिक कथा शीख पवित्र धर्मोपदेश, गुरु ग्रंथ साहिब आणि दुय्यम धर्मोपदेश, दशम ग्रंथात पसरलेल्या आहेत आणि आजच्या आणि त्यांच्या भूतकाळातील पूर्वजांच्या पवित्र प्रतीकात्मक विश्वात नाजूक सूक्ष्मता आणि सार जोडतात."".","फेनेक का कहना है, ""भारतीय पौराणिक कथाएँ सिखों के पवित्र सिद्धांत, गुरु ग्रंथ साहिब और द्वितीय सिद्धांत, दासम ग्रंथ में व्याप्त हैं और आज के सिखों और उनके पूर्वजों के पवित्र प्रतीकात्मक ब्रह्मांड में नाजुक सूक्ष्मता और सार जोड़ती हैं।""","फेनेच म्हणतो, ""भारतीय पुराणकथा शिखांचा पवित्र ग्रंथ, गुरू ग्रंथसाहिब आणि दुसरा ग्रंथ, दशमग्रंथ यातून डोकावतात आणि आजच्या शिखांच्या आणि त्यांच्या जुन्या पूर्वजांच्या पवित्र प्रतिकात्मक समष्टिमध्ये नाजूक अर्थच्छटा आणि सार यांची जोड देतात.""","फेनेच कहते हैं, ""भारतीय पौराणिक कथाओं का उल्लेख सिखों के पवित्र धर्मग्रंथ, गुरु ग्रंथ साहिब और द्वितीय धर्मग्रंथ, दशम ग्रंथ में भी किया गया है जो वर्तमान सिखों एवं उनके पूर्वजों के धार्मिक सांकेतिक जगत में नाज़ुक सूक्ष्मता और मूल्य जोड़ता है।"
"These narratives function like creation myths, explaining how the school came to be and why it has a special authority to convey the Buddha's teaching.","ही कथा निर्मितीच्या दंतकथांप्रमाणे कार्य करते, ज्यात ही शाळा कशी तयार झाली आणि बुद्धांची शिकवण सांगण्याचा त्याला विशेष अधिकार का आहे हे स्पष्ट केले जाते.","ये आख्यान सृष्टि के मिथकों की तरह काम करते हैं, यह बताते हुए कि स्कूल कैसे बना और बुद्ध की शिक्षा को व्यक्त करने का विशेष अधिकार क्यों है।","ही कथानके, ही तत्त्वप्रणाली कशी अस्तित्वात आली आणि बुद्धाची शिकवण सांगण्याचा विशेषाधिकार तिला का आहे, हे स्पष्ट करीत, सृष्टीच्या मिथकांसारखे काम करतात.",यह आख्यान सृजन संबंधी कथाओं के रूप में काम करते हैं जो बताते हैं कि इस शिक्षण संस्थान की स्थापना कैसे हुई और बुद्ध की सीख को संप्रेषित करने का इसे विशेष अधिकार क्यों है।
"Contrary to these textual classifications, many revered Hindu texts and doctrines question and disagree with this system of social classification.","या मजकुराच्या वर्गीकरणाच्या उलट, अनेक आदरणीय हिंदू ग्रंथ आणि सिद्धांत या सामाजिक वर्गीकरणाच्या प्रणालीवर प्रश्नचिन्ह उपस्थित करतात आणि त्याच्याशी असहमत आहेत.","इन पाठ्य वर्गीकरणों के विपरीत, कई पूज्य हिंदू ग्रंथ और सिद्धांत सामाजिक वर्गीकरण की इस प्रणाली पर सवाल उठाते हैं और उनसे असहमत हैं।","या ग्रांथिक वर्गीकरणांच्या उलट, अनेक महत्त्वपूर्ण हिंदू ग्रंथ आणि सिद्धांत सामाजिक वर्गीकरणाच्या ह्या पद्धतीवर प्रश्नचिन्ह उपस्थित करतात आणि तिच्याशी असहमती दर्शवतात.","मौलिक वर्गीकरण के विपरीत, कई श्रध्देय हिन्दू मूलग्रंथ और विचारधाराएं सामाजिक वर्गीकरण की इस प्रणाली पर सवाल उठाती हैं और इससे सहमत नहीं हैं।"
"The oldest one is the Finnish Islamic Association, which was established in 1925.","सर्वात जुनी फिनिश इस्लामिक संघटना आहे, जिची स्थापना 1925 मध्ये झाली होती.","सबसे पुराना फिनिश इस्लामिक एसोसिएशन है, जिसकी स्थापना 1925 में हुई थी।","फिनिश इस्लामिक असोसिएशन ही सर्वात जुनी आहे, जी १९२५ साली स्थापन झाली होती.",1925 में स्थापित फिनलैंड का इस्लामी संगठन सबसे पुराना है।
"The Mourides have had one female marabout, Sokhna Magat Diop, who inherited her father's position.","मॉरिडेसच्या सोख्ना मगत दियोप ही एक महिला संगमरवरी जागा होती, जी तिच्या वडिलांचे पद वारशाने मिळालेली होती.","मौरिड्स के पास एक महिला मारबाउट है, सुखना मगत देवप, जिसे अपने पिता का पद विरासत में मिला था।.","मौराइड लोकांमध्ये सोखना मगत दिओप नावाची एक स्त्री फकीर होती, जिने तिच्या वडिलांची जागा मिळवली.","मौराइडों की एक महिला मारबाउट हुई हैं, सोखना मैगट डायोप, जिन्होंने अपने पिता का पद विरासत में पाया था।"
"Typically, during early modern Spain, many nuns were from elite families who had the means to afford the convent dowry and ""maintenance allowances,"" which were annual fees.","सामान्यतः, आधुनिक स्पेनच्या सुरुवातीच्या काळात, अनेक नन उच्चभ्रू कुटुंबांमधील होत्या ज्यांच्याकडे कॉन्वेंट हुंडा आणि ""देखभाल भत्ते"" परवडण्याचे साधन होते, जे वार्षिक शुल्क होते.","आम तौर पर, प्रारंभिक आधुनिक स्पेन के दौरान, कई नन कुलीन परिवारों से थीं, जिनके पास कॉन्वेंट दहेज और ""रखरखाव भत्ते"" का खर्च उठाने का साधन था, जो वार्षिक शुल्क थे।","आधुनिक स्पेनच्या सुरुवातीच्या काळात, विशेषतः, अनेक जोगिणी ह्या उच्चभ्रू कुटुंबांतील असत, ज्यांच्यापाशी, वार्षिक शुल्क असलेली 'काॅन्व्हेंट डावरी' आणि 'देखभाल भत्ता' परवडण्याजोगी साधने असत.","विशिष्ट तौर पर, शुरुआती आधुनिक स्पेन में ज़्यादातर मठवासिनियाँ ऐसे धनी परिवारों से हुआ करती थीं जो कॉन्वेंट के दहेज और वार्षिक शुल्क के रूप में ""रखरखाव भत्ते"" का खर्च वहन कर सकते थे।"
"Traditional stories, rituals, and taboos of the Inuit are often precautions against dangers posed by their harsh Arctic environment.","इन्यूईटच्या पारंपारिक कथा, विधी आणि निषिद्धता या त्यांच्या कठोर आर्क्टिक वातावरणामुळे उद्भवणार\u093C्या धोक्यांविरूद्ध अनेकदा खबरदारी असतात.","इनुइट की पारंपरिक कहानियाँ, अनुष्ठान और वर्जनाएँ अक्सर उनके कठोर आर्कटिक वातावरण से उत्पन्न खतरों के खिलाफ सावधानी बरतती हैं।","पारंपरिक कथा, कर्मकांडे आणि इन्यूअत लोकांनी निषिद्ध मानलेल्या बाबी ही बहुतेकदा त्यांच्या रखरखीत आर्क्टिक पर्यावरणामुळे निर्माण झालेल्या धोक्यांविरोधात बाळगलेली सावधगिरी असते.","इनुइत लोगों की पारंपरिक कहानियाँ, रिवाज और वर्जनाएं अक्सर आर्कटिक के निष्ठुर वातावरण के कारण आने वाले खतरों के खिलाफ एहतियात होते हैं।"
"In terms of places for worship or praying, Walisongo also uses the term Sanggar in Kapitayan, which represents a four-square building with an empty hole in its wall as the symbol of Sang Hyang Taya in Kapitayan, not arca or statues as in Hinduism or Buddhism.","पूजा किंवा प्रार्थनेच्या स्थळांच्या संदर्भात, वालिसोंगो कपितायनमध्ये संगगर हा शब्द देखील वापरतो, जो कापितायनमध्ये सांग ह्यांग तयाचे प्रतीक म्हणून भिंतीमध्ये रिकामे छिद्र असलेल्या चार चौरस इमारतीचे प्रतिनिधित्व करतो, हिंदू किंवा बौद्ध धर्मातील अर्का किंवा मूर्ती नाही.","पूजा या प्रार्थना के स्थानों के संदर्भ में, वालिसोंगो कपितायन में संगगर शब्द का भी उपयोग करता है, जो कपितायन में सांग ह्यांग ताया के प्रतीक के रूप में अपनी दीवार में एक खाली छेद के साथ चार वर्ग की इमारत का प्रतिनिधित्व करता है, न कि हिंदू या बौद्ध धर्म में अर्क या मूर्तियों के रूप में।","पूजेचे ठिकाण किंवा प्रार्थना याबाबत वालीसोंगो देखील कापितायनमध्ये संग्गर ही संज्ञा वापरतात, जी चौकोनी इमारत आहे आणि कापितायनमध्ये सांग ह्यांग तायाचे प्रतिक म्हणून त्याच्या एका भिंतीमध्ये एक पोकळ छिद्र असते आणि हिंदू धर्म किंवा बौद्धवादाप्रमाणे पेटी किंवा पुतळे नसतात.","कपितायन में, वलीसोंगों ने ""संगर"" नाम का उपयोग पूजा या प्रार्थना के स्थानों के लिए भी किया है जो, हिंदू धर्म या बौद्ध धर्म में अर्का या मूर्तियों के विपरीत, कपितायन में सांग ह्यांग ताया के प्रतीक के रूप में इसकी दीवार में एक खाली सुराख के साथ एक चार-वर्गी भवन का प्रतिनिधित्व करता है।"
"Adultery is considered immoral by Christians and a sin, based primarily on passages like Exodus 20:14 and 1 Corinthians 6:910.",प्रामुख्याने निर्गमन 20:14 आणि 1 करिंथियन्स 6:910 यासारख्या परिच्छेदांवर आधारित व्यभिचार हा ख्रिश्चनांकडून अनैतिक आणि पाप मानला जातो.,"ईसाइयों द्वारा व्यभिचार को अनैतिक और एक पाप माना जाता है, जो मुख्य रूप से निर्गमन 20:14 और 1 कुरिन्थियों 6:910 जैसे अंशों पर आधारित है।","ख्रिश्चन लोक व्यभिचाराला अनैतिक आणि पाप मानतात, जे प्रामुख्याने एक्झोडस २०.१४ आणि १ कोरिंथियन ६:९१० यासारख्या उतार्‍यांवर आधारित आहे.","ईसाइयों की नज़र में व्यभिचार अनैतिक है और इसे एक पाप माना जाता है, जो विचार मुख्य रूप से निर्गमन 20:14 और 1 कुरिन्थियों 6:910 जैसे अनुच्छेदों पर आधारित है।"
"He described his mother, raised by non-religious parents, as being ""detached from religion"", yet in many ways the most ""spiritually awakened person I have ever known"", and as a ""lonely witness for secular humanism"".","गैर-धार्मिक पालकांनी वाढवलेल्या आपल्या आईचे वर्णन त्यांनी'धर्मापासून अलिप्त', तरीही अनेक मार्गांनी मला माहित असलेली सर्वात'आध्यात्मिकदृष्ट्या जागृत व्यक्ती'आणि'धर्मनिरपेक्ष मानवतावादाची एकाकी साक्षीदार'म्हणून केले.","उन्होंने गैर-धार्मिक माता-पिता द्वारा पली-बढ़ी अपनी माँ को ""धर्म से अलग"" होने के रूप में वर्णित किया, फिर भी कई मायनों में सबसे ""आध्यात्मिक रूप से जागृत व्यक्ति जिसे मैंने कभी जाना है"", और ""धर्मनिरपेक्ष मानवतावाद के लिए अकेला गवाह"" के रूप में वर्णित किया।","अधार्मिक पालकांनी वाढवलेल्या आपल्या आईचे वर्णन त्याने ""धर्मापासून विलग"", तरीदेखील अनेक प्रकारे, ""मला माहिती असलेल्या व्यक्तींमध्ये आध्यात्मिकदृष्ट्या सर्वात प्रबुद्ध व्यक्ती"" आणि ""निधर्मी मानवतावादाकरता एकाकी साक्षीदार"" असे केले.","गैर-धार्मिक माता-पिता की परवरिश में पली अपनी माँ के बारे में वे कहते हैं कि वे ""धर्म के प्रति अनासक्त"" थीं, तब भी कई अर्थों में, ""मेरी जानकारी में आध्यात्मिक रूप से सबसे अधिक जागृत व्यक्ति"" और ""धर्मनिरपेक्ष मानवतावाद की एकाकी साक्षी"" थीं।"
"""Adore and revere the worldly knowledge"", asserts Sanatkumara in section 7.1 of the Upanishad, ""but meditate on all that knowledge in the name, as Brahman.""","""सांसारिक ज्ञानाची पूजा करा आणि त्याचा आदर करा"", असे उपनिषदाच्या कलम 7.1 मध्ये सनातन कुमार ठामपणे सांगतात, ""परंतु त्या सर्व ज्ञानावर ब्रह्म म्हणून ध्यान करा,"" असे म्हटले आहे.","उपनिषद की धारा 7.1 में सनातन कुमार दावा करते हैं, ""सांसारिक ज्ञान की पूजा करें और उसका सम्मान करें"", लेकिन ब्राह्मण के रूप में उस नाम के सभी ज्ञान पर ध्यान दें। """" "".","""लौकिक ज्ञानाविषयी पूजाभाव आणि आदर ठेवा"" असे उपनिषदाच्या भाग ७.१ मध्ये सनतकुमार ह्यांनी म्हटले आहे, ""परंतु त्या ज्ञानावर ब्राह्मण म्हणून चिंतन करा"".","सनतकुमार उपनिषद खंड 7.1 में घोषित करते हैं कि , ""सांसारिक ज्ञान को प्रेम दो और उसका सम्मान करो, लेकिन ब्रह्म के रूप में उस पूरे ज्ञान का ध्यान करो।"""
"The mantras are from the Taittiriya Upanishad, Shikshavalli I.11.2, which says: matrudevo bhava, pitrudevo bhava, acharyadevo bhava, atithidevo bhava.","मंत्र तैत्रिया उपनिषद, शिक्षावल्ली I.11.2 मधील आहेत, ज्यात असे म्हटले आहे: मातृदेव भाव, पितृदेव भाव, आचार्यदेव भाव, अतिदिदेव भाव.","मंत्र तैत्तिरिया उपनिषद, शिक्षावल्ली I.11.2 से हैं, जो कहता हैः मातृदेव भाव, पितृदेव भाव, आचार्यदेव भाव, अतिदिदेव भाव।","मंत्र हे तैत्तिरीय उपनिषदातील, शिक्षावल्ली I.११.२ मधील आहेत, ज्यात म्हटले आहे: मातृ देवो भव, पितृ देवो भव, आचार्य देवो भव, अतिथी देवो भव.","ये मंत्र तैत्तिरीय उपनिषद्, शिक्षावल्ली I.11.2 से लिए गए हैं जिनमें कहा गया है: मातृदेवो भव, मित्रदेवो भव, पितृदेवो भव, पुत्रदेवो भव, आचार्यदेवो भव, अतिथिदेवो भव।"
India sent its first national team to the Olympics in 1920 and has participated in every Summer Olympic Games ever since.,भारताने 1920 मध्ये ऑलिम्पिकमध्ये आपला पहिला राष्ट्रीय संघ पाठवला आणि तेव्हापासून प्रत्येक उन्हाळी ऑलिम्पिक खेळांमध्ये भाग घेतला आहे.,भारत ने 1920 में ओलंपिक में अपनी पहली राष्ट्रीय टीम भेजी और तब से हर ग्रीष्मकालीन ओलंपिक खेलों में भाग लिया है।,"भारताने आपला पहिला राष्ट्रीय संघ १९२० साली ऑलिम्पिक्स्मध्ये पाठवला आणि तेव्हापासून, प्रत्येक उन्हाळी ऑलिम्पिक स्पर्धांमध्ये तो सहभागी होत आला आहे.",1920 के ओलंपिक खेलों में भारत ने पहली बार राष्ट्रीय दल भेजा था और तब से हर ग्रीष्मकालीन ओलंपिक खेल में इसने भाग लिया है।
Air guns come in both long gun (air rifle) and handgun (air pistol) forms.,एअर गन लांब गन (एअर रायफल) आणि हँडगन (एअर पिस्तूल) अशा दोन्ही प्रकारात येतात.,एयर गन लंबी बंदूक (एयर राइफल) और हैंडगन (एयर पिस्तौल) दोनों रूपों में आती हैं।,एअरगन ह्या लाँग गन (एअर रायफल) आणि हँडगन अशा दोन्ही प्रकारांत येतात.,"हवाई बंदूकें लंबी बंदूक (हवाई राइफल) और दस्ती बंदूक (हवाई पिस्तौल), दोनों रूपों में आती हैं।"
